linha,nome,operadora,data_pesquisa,faixa_horaria,passageiros,partidas,passageiros_viagem,tempo_viagem_min
831,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,12,40,1,40.0,54
832,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,13,43,1,43.0,54
833,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,14,16,1,16.0,53
834,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,15,59,2,29.5,53
835,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,16,66,2,33.0,57
836,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,17,61,1,61.0,62
837,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,18,36,2,18.0,53
838,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,19,15,1,15.0,51
839,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,20,5,1,5.0,45
840,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,21,41,2,20.5,47
841,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,22,7,1,7.0,44
842,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,5,19,1,19.0,44
843,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,6,78,2,39.0,36
844,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,7,37,1,37.0,46
845,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,8,29,2,14.5,39
846,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,9,12,2,6.0,41
847,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,10,10,1,10.0,41
848,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,11,15,1,15.0,41
849,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,12,45,1,45.0,44
850,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,13,21,1,21.0,44
851,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,14,20,1,20.0,48
852,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,15,12,1,12.0,45
853,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,16,55,2,27.5,43
854,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,17,48,2,24.0,48
855,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,18,28,1,28.0,42
856,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,19,70,2,35.0,36
857,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,20,7,1,7.0,33
858,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF2-PF1,Grande Bauru,3/04/2013,21,31,2,15.5,34
859,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,6,164,4,41.0,59
860,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,7,262,5,52.4,54
861,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,8,299,10,29.9,53
862,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,9,275,6,45.8,55
863,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,10,77,3,25.7,50
864,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,11,44,2,22.0,52
865,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,12,139,3,46.3,56
866,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,13,136,3,45.3,53
867,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,14,86,2,43.0,50
868,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,15,82,2,41.0,55
869,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,16,132,4,33.0,67
870,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,17,148,3,49.3,54
871,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,18,193,4,48.3,51
872,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,19,105,5,21.0,47
873,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,20,16,1,16.0,45
874,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,21,13,1,13.0,47
875,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF1-PF2,Grande Bauru,4/04/2013,22,35,3,11.7,46
876,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,5,48,2,24.0,44
877,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,6,238,5,47.6,46
878,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,7,109,3,36.3,45
879,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,8,93,4,23.3,49
880,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,9,40,2,20.0,47
881,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,10,51,2,25.5,53
882,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,11,80,3,26.7,50
883,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,12,143,5,28.6,47
884,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,13,127,3,42.3,54
885,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,14,87,2,43.5,53
886,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,15,139,3,46.3,57
887,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,16,178,3,59.3,57
888,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,17,148,3,49.3,55
889,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,18,110,3,36.7,52
890,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,19,56,3,18.7,43
891,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,20,33,1,33.0,50
892,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,21,46,2,23.0,47
893,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,22,45,2,22.5,39
894,Linha 39.34 (Pq. Jaraguá-Beija Flor/Jd. Silvestri) PF2-PF1,Grande Bauru,4/04/2013,23,1,1,1.0,36
895,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,5,5,1,5.0,47
896,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,6,61,2,30.5,58
897,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,7,47,2,23.5,57
898,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,8,18,2,9.0,53
899,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,9,40,2,20.0,60
900,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,10,32,2,16.0,57
901,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,11,52,2,26.0,60
902,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,12,54,2,27.0,55
903,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,13,55,2,27.5,58
904,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,14,69,2,34.5,62
905,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,15,151,3,50.3,64
906,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,16,100,2,50.0,69
907,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,17,154,3,51.3,64
908,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,18,67,2,33.5,60
909,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,19,20,1,20.0,59
910,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,20,53,2,26.5,53
911,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,21,12,1,12.0,60
912,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,22,16,1,16.0,47
913,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF1-PF2,Grande Bauru,9/04/2013,23,17,1,17.0,46
914,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,5,63,2,31.5,50
915,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,6,111,2,55.5,56
916,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,7,136,3,45.3,61
917,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,8,46,2,23.0,52
918,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,9,61,2,30.5,59
919,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,10,60,2,30.0,55
920,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,11,43,2,21.5,52
921,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,12,116,2,58.0,59
922,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,13,66,2,33.0,58
923,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,14,47,2,23.5,52
924,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,15,27,2,13.5,54
925,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,16,60,3,20.0,52
926,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,17,31,1,31.0,55
927,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,18,23,2,11.5,52
928,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,19,12,2,6.0,50
929,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,20,7,1,7.0,53
930,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,21,4,1,4.0,42
931,Linha 45.53 (Jd. Europa-Gj. Ito/Pq. Jaraguá) PF2-PF1,Grande Bauru,9/04/2013,22,8,2,4.0,45
932,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,5,62,2,31.0,44
933,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,6,164,3,54.7,48
934,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,7,200,4,50.0,53
935,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,8,100,3,33.3,59
936,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,9,44,2,22.0,51
937,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,10,41,2,20.5,48
938,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,11,58,2,29.0,51
939,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,12,116,3,38.7,52
940,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,13,106,3,35.3,49
941,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,14,38,2,19.0,50
942,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,15,47,2,23.5,48
943,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,16,22,2,11.0,48
944,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,17,13,2,6.5,50
945,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,18,100,3,33.3,48
946,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,19,15,2,7.5,41
947,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,20,16,2,8.0,49
948,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,21,6,1,6.0,40
949,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,22,4,2,2.0,36
950,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF1-PF2,Cidade Sem Limites,11/04/2013,23,5,1,5.0,32
951,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,6,5,1,5.0,42
952,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,7,20,1,20.0,53
953,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,8,22,3,7.3,44
954,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,9,46,3,15.3,51
955,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,10,13,2,6.5,49
956,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,11,101,3,33.7,51
957,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,12,59,2,29.5,54
958,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,13,75,3,25.0,49
959,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,14,80,2,40.0,56
960,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,15,97,2,48.5,55
961,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,16,153,3,51.0,61
962,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,17,126,2,63.0,65
963,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,18,73,2,36.5,56
964,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,19,62,3,20.7,47
965,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,20,53,2,26.5,47
966,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,21,45,2,22.5,44
967,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,22,33,2,16.5,44
968,Linha 48.11 (Isaura P. Garmes-Jd. Estoril) PF2-PF1,Cidade Sem Limites,11/04/2013,23,10,1,10.0,38
969,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,6,146,2,73.0,58
970,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,7,95,1,95.0,64
971,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,8,30,1,30.0,52
972,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,9,21,1,21.0,47
973,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,10,22,1,22.0,48
974,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,11,11,1,11.0,48
975,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,12,49,1,49.0,59
976,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,13,84,2,42.0,60
977,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,15,23,1,23.0,50
978,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,16,39,1,39.0,52
979,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,17,24,1,24.0,54
980,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,18,55,1,55.0,55
981,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,20,16,1,16.0,42
982,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF1-PF2,Baurutrans/Cidade Sem Limites,10/04/2013,22,8,1,8.0,47
983,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,7,41,1,41.0,58
984,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,8,13,1,13.0,46
985,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,9,21,1,21.0,49
986,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,10,30,2,15.0,52
987,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,12,18,1,18.0,52
988,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,13,20,1,20.0,57
989,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,14,26,1,26.0,50
990,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,15,34,1,34.0,53
991,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,16,15,1,15.0,57
992,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,17,61,1,61.0,57
993,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,18,109,1,109.0,65
994,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,19,37,1,37.0,58
995,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,21,24,1,24.0,57
996,Linha 52.32 (Pousada Esperança-Campus/via Geisel) PF2-PF1,Baurutrans/Cidade Sem Limites,10/04/2013,23,35,1,35.0,64
997,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,5,116,2,58.0,53
998,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,6,219,3,73.0,58
999,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,7,236,4,59.0,47
1000,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,8,118,3,39.3,49
1001,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,9,85,3,28.3,44
1002,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,10,60,3,20.0,41
1003,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,11,46,2,23.0,45
1004,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,12,139,3,46.3,47
1005,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,13,102,2,51.0,49
1006,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,14,116,3,38.7,49
1007,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,15,78,2,39.0,43
1008,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,16,56,2,28.0,47
1009,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,17,76,4,19.0,36
1010,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,18,53,3,17.7,37
1011,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,19,22,2,11.0,38
1012,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,20,14,2,7.0,33
1013,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,21,17,2,8.5,24
1014,Linha 57.58 (Sta Fé – Cid. Universitária) PF1-PF2,Cidade Sem Limites,11/04/2013,22,13,2,6.5,38
1015,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,6,86,2,43.0,55
1016,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,7,13,1,13.0,40
1017,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,8,24,3,8.0,36
1018,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,9,36,3,12.0,37
1019,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,10,43,2,21.5,37
1020,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,11,52,2,26.0,41
1021,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,12,69,3,23.0,42
1022,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,13,52,2,26.0,42
1023,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,14,95,3,31.7,43
